,name,bit,shape,mse_before,mse_after,acc
39,features.14.conv.0.0,8,"torch.Size([576, 96, 1, 1])",0.2626327872276306,0.258184552192688,9.781956391278255
40,features.14.conv.1.0,8,"torch.Size([576, 1, 3, 3])",0.0032874420285224915,0.000450275547336787,9.781956391278255
41,features.14.conv.2,8,"torch.Size([160, 576, 1, 1])",0.157931849360466,0.1545306295156479,9.781956391278255
42,features.15.conv.0.0,8,"torch.Size([960, 160, 1, 1])",0.8006061315536499,0.7579165101051331,9.781956391278255
43,features.15.conv.1.0,8,"torch.Size([960, 1, 3, 3])",0.00190178700722754,0.0017562026623636484,9.781956391278255
44,features.15.conv.2,8,"torch.Size([160, 960, 1, 1])",0.05284402519464493,0.028750218451023102,9.781956391278255
45,features.16.conv.0.0,8,"torch.Size([960, 160, 1, 1])",8.503741264343262,5.095598220825195,9.781956391278255
46,features.16.conv.1.0,8,"torch.Size([960, 1, 3, 3])",0.003327091922983527,0.0016083052614703774,9.781956391278255
47,features.16.conv.2,8,"torch.Size([160, 960, 1, 1])",1.3660590648651123,0.557174563407898,9.781956391278255
48,features.17.conv.0.0,8,"torch.Size([960, 160, 1, 1])",133.92947387695312,105.83589935302734,9.781956391278255
49,features.17.conv.1.0,8,"torch.Size([960, 1, 3, 3])",0.005209915339946747,0.0013692592037841678,9.781956391278255
50,features.17.conv.2,8,"torch.Size([320, 960, 1, 1])",1.1241466999053955,0.584609866142273,9.781956391278255
51,features.18.0,8,"torch.Size([1280, 320, 1, 1])",10.46317195892334,10.05456829071045,9.781956391278255
52,classifier.1,8,"torch.Size([10, 1280])",3357.84326171875,3081.07958984375,9.781956391278255
